Timestamp,Cookies
2025-06-24T13:22:10.604661,0.0
2025-06-24T13:22:11.643076,0.0
2025-06-24T13:22:12.798898,0.0
2025-06-24T13:22:13.709279,0.0
2025-06-24T13:22:14.732508,0.0
2025-06-24T13:22:15.860718,0.0
2025-06-24T13:22:16.791789,0.0
2025-06-24T13:22:17.830291,0.0
2025-06-24T13:22:18.995779,0.0
2025-06-24T13:22:19.924174,0.0
2025-06-24T13:22:20.972705,0.0
2025-06-24T13:22:22.107009,0.0
2025-06-24T13:22:23.024677,0.0
2025-06-24T13:22:24.092943,0.0
2025-06-24T13:22:25.462919,247611368544769.97
2025-06-24T13:22:26.182106,247611368544769.97
2025-06-24T13:22:27.227517,247611368544769.97
2025-06-24T13:22:28.368776,247611368544769.97
2025-06-24T13:22:29.304047,247611368544769.97
2025-06-24T13:22:30.342614,247611368544769.97
2025-06-24T13:22:31.493059,247611368544769.97
2025-06-24T13:22:32.426822,247611368544769.97
2025-06-24T13:22:33.463535,247611368544769.97
2025-06-24T13:22:34.605254,247611368544769.97
2025-06-24T13:22:35.569655,247611368544769.97
2025-06-24T13:22:36.611015,247611368544769.97
2025-06-24T13:22:37.743237,247611368544769.97
2025-06-24T13:22:38.669097,247611368544769.97
2025-06-24T13:22:39.707542,247611368544769.97
2025-06-24T13:22:41.062408,247812441923345.97
2025-06-24T13:22:41.771203,247812441923345.97
2025-06-24T13:22:42.810096,247812441923345.97
2025-06-24T13:22:43.949494,247812441923345.97
2025-06-24T13:22:44.876078,247812441923345.97
2025-06-24T13:22:45.919902,247812441923345.97
2025-06-24T13:22:47.087179,247812441923345.97
2025-06-24T13:22:48.032158,247812441923345.97
2025-06-24T13:22:49.072851,247812441923345.97
2025-06-24T13:22:50.215509,247812441923345.97
2025-06-24T13:22:51.141998,247812441923345.97
2025-06-24T13:22:52.204206,247812441923345.97
2025-06-24T13:22:53.447578,247812441923345.97
2025-06-24T13:22:54.264455,247812441923345.97
2025-06-24T13:22:55.323313,247812441923345.97
2025-06-24T13:22:56.693158,248331578508564.0
2025-06-24T13:22:57.390745,248331578508564.0
2025-06-24T13:22:58.429405,248331578508564.0
2025-06-24T13:22:59.561985,248331578508564.0
2025-06-24T13:23:00.489067,248331578508564.0
2025-06-24T13:23:01.534968,248331578508564.0
2025-06-24T13:23:02.668928,248331578508564.0
2025-06-24T13:23:03.574176,248331578508564.0
2025-06-24T13:23:04.608634,248331578508564.0
2025-06-24T13:23:05.750190,248331578508564.0
2025-06-24T13:23:06.678045,248331578508564.0
2025-06-24T13:23:07.712602,248331578508564.0
2025-06-24T13:23:08.850988,248331578508564.0
2025-06-24T13:23:09.774064,248331578508564.0
2025-06-24T13:23:10.806461,248331578508564.0
2025-06-24T13:23:12.154415,250152001866441.0
2025-06-24T13:23:12.863288,250152001866441.0
2025-06-24T13:23:13.900991,250152001866441.0
2025-06-24T13:23:15.030015,250152001866441.0
2025-06-24T13:23:15.976463,250152001866441.0
2025-06-24T13:23:17.039240,250152001866441.0
2025-06-24T13:23:18.178028,250152001866441.0
2025-06-24T13:23:19.092275,250152001866441.0
2025-06-24T13:23:20.125231,250152001866441.0
2025-06-24T13:23:21.263911,250152001866441.0
2025-06-24T13:23:22.196801,250152001866441.0
2025-06-24T13:23:23.219793,250152001866441.0
2025-06-24T13:23:24.365416,250152001866441.0
2025-06-24T13:23:25.293435,250152001866441.0
2025-06-24T13:23:26.321677,250152001866441.0
2025-06-24T13:23:27.701465,251978647428957.0
2025-06-24T13:23:28.413066,251978647428957.0
2025-06-24T13:23:29.458940,251978647428957.0
2025-06-24T13:23:30.595174,251978647428957.0
2025-06-24T13:23:31.530034,251978647428957.0
2025-06-24T13:23:32.560771,251978647428957.0
2025-06-24T13:23:33.697032,251978647428957.0
2025-06-24T13:23:34.643952,251978647428957.0
2025-06-24T13:23:35.656261,251978647428957.0
2025-06-24T13:23:36.780985,251978647428957.0
2025-06-24T13:23:37.698819,251978647428957.0
2025-06-24T13:23:38.730221,251978647428957.0
2025-06-24T13:23:39.864849,251978647428957.0
2025-06-24T13:23:40.776437,251978647428957.0
2025-06-24T13:23:41.815951,251978647428957.0
2025-06-24T13:23:43.180088,253805521689009.0
2025-06-24T13:23:43.875131,253805521689009.0
2025-06-24T13:23:44.910014,253805521689009.0
2025-06-24T13:23:46.052576,253805521689009.0
2025-06-24T13:23:47.000103,253805521689009.0
2025-06-24T13:23:48.038263,253805521689009.0
2025-06-24T13:23:49.198873,253805521689009.0
2025-06-24T13:23:50.139019,253805521689009.0
2025-06-24T13:23:51.159923,253805521689009.0
2025-06-24T13:23:52.300725,253805521689009.0
2025-06-24T13:23:53.228863,253805521689009.0
2025-06-24T13:23:54.267247,253805521689009.0
2025-06-24T13:23:55.421711,253805521689009.0
2025-06-24T13:23:56.375783,253805521689009.0
2025-06-24T13:23:57.407327,253805521689009.0
2025-06-24T13:23:58.757083,255104227101220.0
2025-06-24T13:23:59.462263,255104227101220.0
2025-06-24T13:24:00.515097,255104227101220.0
2025-06-24T13:24:01.668069,255104227101220.0
2025-06-24T13:24:02.586749,255104227101220.0
2025-06-24T13:24:03.606960,255104227101220.0
2025-06-24T13:24:04.750119,255104227101220.0
2025-06-24T13:24:05.683931,255104227101220.0
2025-06-24T13:24:06.740612,255104227101220.0
2025-06-24T13:24:07.880411,255104227101220.0
2025-06-24T13:24:08.811733,255104227101220.0
2025-06-24T13:24:09.842711,255104227101220.0
2025-06-24T13:24:10.996802,255104227101220.0
2025-06-24T13:24:11.942117,255104227101220.0
2025-06-24T13:24:12.978401,255104227101220.0
2025-06-24T13:24:14.331146,255305853028720.0
2025-06-24T13:24:15.049546,255305853028720.0
2025-06-24T13:24:16.073985,255305853028720.0
2025-06-24T13:24:17.222497,255305853028720.0
2025-06-24T13:24:18.142345,255305853028720.0
2025-06-24T13:24:19.198178,255305853028720.0
2025-06-24T13:24:20.332104,255305853028720.0
2025-06-24T13:24:21.242589,255305853028720.0
2025-06-24T13:24:22.275555,255305853028720.0
2025-06-24T13:24:23.420307,255305853028720.0
2025-06-24T13:24:24.338496,255305853028720.0
2025-06-24T13:24:25.370132,255305853028720.0
2025-06-24T13:24:26.508305,255305853028720.0
2025-06-24T13:24:27.428958,255305853028720.0
2025-06-24T13:24:50.539587,0.0
2025-06-24T13:24:51.589409,0.0
2025-06-24T13:24:52.715733,0.0
2025-06-24T13:24:53.804485,0.0
2025-06-24T13:24:54.728432,0.0
2025-06-24T13:24:55.870675,0.0
2025-06-24T13:24:56.807025,0.0
2025-06-24T13:24:57.840598,0.0
2025-06-24T13:24:58.992562,0.0
2025-06-24T13:24:59.944808,0.0
2025-06-24T13:25:00.987673,0.0
2025-06-24T13:25:02.128449,0.0
2025-06-24T13:25:03.060773,0.0
2025-06-24T13:25:04.093401,0.0
2025-06-24T13:25:05.576076,255875593743187.0
2025-06-24T13:25:06.158242,255875593743187.0
2025-06-24T13:25:07.197736,255875593743187.0
2025-06-24T13:25:08.333686,255875593743187.0
2025-06-24T13:25:09.283374,255875593743187.0
2025-06-24T13:25:10.326757,255875593743187.0
2025-06-24T13:25:11.467146,255875593743187.0
2025-06-24T13:25:12.383132,255875593743187.0
2025-06-24T13:25:13.432379,255875593743187.0
2025-06-24T13:25:14.578958,255875593743187.0
2025-06-24T13:25:15.508523,255875593743187.0
2025-06-24T13:25:16.543373,255875593743187.0
2025-06-24T13:25:17.681312,255875593743187.0
2025-06-24T13:25:18.605472,255875593743187.0
2025-06-24T13:25:19.642186,255875593743187.0
2025-06-24T13:25:20.991543,257272904221201.0
2025-06-24T13:25:21.695522,257272904221201.0
2025-06-24T13:25:22.726226,257272904221201.0
2025-06-24T13:25:23.876795,257272904221201.0
2025-06-24T13:25:24.798197,257272904221201.0
2025-06-24T13:25:25.836780,257272904221201.0
2025-06-24T13:25:26.975683,257272904221201.0
2025-06-24T13:25:27.899125,257272904221201.0
2025-06-24T13:25:28.928296,257272904221201.0
2025-06-24T13:25:30.065019,257272904221201.0
2025-06-24T13:25:30.994849,257272904221201.0
2025-06-24T13:25:32.039961,257272904221201.0
2025-06-24T13:25:33.167003,257272904221201.0
2025-06-24T13:25:34.076030,257272904221201.0
2025-06-24T13:25:35.110619,257272904221201.0
2025-06-24T13:25:36.461600,258687104292635.0
2025-06-24T13:25:37.164772,258687104292635.0
2025-06-24T13:25:38.211777,258687104292635.0
2025-06-24T13:25:39.330631,258687104292635.0
2025-06-24T13:25:40.242615,258687104292635.0
2025-06-24T13:25:41.279045,258687104292635.0
2025-06-24T13:25:42.416283,258687104292635.0
